Predictor,0

 , , 0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125,
 ,45,53.267125,53.569212,53.990776,54.450836,54.863724,55.145094,55.216549,55.008902,54.464306,53.537570,52.196964,50.424772,48.217839,45.588379,42.565424,39.197521,35.557781,31.753272,27.942167,24.362962,21.373319,19.457937,19.088598,20.410901,23.123093,26.736609,
 ,50,50.322816,50.664588,51.179958,51.777323,52.360209,52.834562,53.114085,53.123766,52.801995,52.101766,50.991365,49.454891,47.492899,45.123494,42.384272,39.335781,36.067467,32.707550,29.438110,26.513618,24.268848,23.076458,23.213070,24.701711,27.304764,30.673135,
 ,55,47.002540,47.363513,47.966321,48.707303,49.477246,50.170536,50.691504,50.958270,50.904797,50.481879,49.657621,48.417840,46.766717,44.728033,42.347354,39.695691,36.875209,34.027345,31.342220,29.063675,27.475073,26.844613,27.331813,28.915455,31.411659,34.560481,
 ,60,43.340829,43.691653,44.369429,45.256502,46.228133,47.164491,47.958462,48.519891,48.777443,48.679191,48.192719,47.305238,46.024079,44.377836,42.418412,40.224222,37.904588,35.604643,33.508189,31.832355,30.804241,30.613416,31.353923,32.992247,35.386101,38.336362,
 ,65,39.388895,39.691058,40.425959,41.459296,42.646625,43.849938,44.947723,45.839653,46.447997,46.717482,46.614716,46.127784,45.266341,44.062376,42.571726,40.876287,39.086467,37.342632,35.812733,34.681564,34.127094,34.284980,35.213886,36.880933,39.175971,41.943706,
 ,70,35.213635,35.419265,36.189566,37.369851,38.789420,40.286011,41.719451,42.976775,43.972611,44.647727,44.967323,44.919766,44.516007,43.789703,42.797907,41.622016,40.368252,39.166306,38.163912,37.514713,37.358163,37.794609,38.864276,40.540024,42.737007,45.332987,
 ,75,30.895982,30.947544,31.730184,33.063333,34.739205,36.561653,38.365789,40.023063,41.439391,42.551321,43.322508,43.741178,43.818616,43.588459,43.106462,42.450221,41.718071,41.026003,40.501098,40.270262,40.444495,41.101613,42.272882,43.938680,46.034526,48.464073,
 ,80,26.528812,26.358446,27.133292,28.638289,30.609454,32.801205,35.015828,37.106514,38.970421,40.540631,41.779874,42.676324,43.241017,43.506297,43.524748,43.367979,43.124543,42.896105,42.790991,42.914671,43.357821,44.184145,45.421223,47.057267,49.044506,51.307486,
 ,85,22.214759,21.742742,22.500157,24.222307,26.552790,29.171779,31.839946,34.392183,36.719628,38.754651,40.460943,41.827514,42.865162,43.604288,44.093281,44.396780,44.593177,44.770766,45.022010,45.435860,46.088727,47.035582,48.303198,49.887262,51.753922,53.844969,
 ,90,18.064448,17.195939,17.951626,19.985237,22.774607,25.890409,29.049212,32.075488,34.862235,37.346554,39.496266,41.302753,42.777043,43.947470,44.857912,45.565948,46.140413,46.657906,47.197996,47.837124,48.641691,49.661288,50.923359,52.430411,54.160306,56.069316,
 ,95,14.196126,12.814551,13.642802,16.167279,19.548819,23.221067,26.879391,30.359951,33.570829,36.460695,39.004701,41.197880,43.051824,44.592751,45.860012,46.904467,47.786356,48.572355,49.331678,50.131261,51.030361,52.075217,53.294610,54.697113,56.270523,57.983434,
 ,100,10.738597,8.692674,9.812138,13.123792,17.211240,21.437150,25.544896,29.413401,32.977529,36.201372,39.068269,41.576677,43.738239,45.576644,47.126609,48.432645,49.547327,50.528921,51.438257,52.334904,53.272864,54.296225,55.435337,56.704099,58.098805,59.598666,
 ,105,7.840358,4.921835,6.929697,11.322725,16.066168,20.725593,25.163368,29.312678,33.134050,36.603931,39.711080,42.455288,44.846824,46.906015,48.662681,50.155245,51.429399,52.536201,53.529578,54.463252,55.387238,56.344209,57.366122,58.471564,59.664189,60.932472,
 ,110,5.681285,1.640783,5.851669,11.078591,16.185508,21.074231,25.694440,30.009528,33.992037,37.622967,40.891877,43.797109,46.345923,48.554455,50.447408,52.057406,53.423949,54.591892,55.609428,56.525580,57.387299,58.236358,59.106334,60.020009,60.987536,62.005621,
 ,115,4.428337,1.588152,6.810883,12.139253,17.308286,22.259788,26.950830,31.346206,35.417751,39.144614,42.513666,45.519857,48.166424,50.464922,52.435014,54.103969,55.505824,56.680157,57.670435,58.521937,59.279316,59.983895,60.670934,61.367101,62.088449,62.839152,
 ,120,4.006766,3.932932,8.693996,13.884961,19.011537,23.961621,28.675299,33.109520,37.231142,41.015262,44.444901,47.511057,50.212798,52.557260,54.559480,56.242000,57.634190,58.771249,59.692841,60.441368,61.059874,61.589687,62.067904,62.524944,62.982393,63.451394,
 ,125,3.988490,5.878959,10.666443,15.813423,20.925995,25.883633,30.619586,35.086147,39.246438,43.072111,46.542740,49.645744,52.376436,54.738043,56.741589,58.405602,59.755583,60.823200,61.645166,62.261781,62.715137,63.047020,63.296606,63.498080,63.678397,63.855390,


Predictor,8

 , , 0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125,
 ,0,64.000000,63.985427,63.941909,63.870042,63.770812,63.645589,63.496109,63.324457,63.133045,62.924587,62.702063,62.468689,62.227874,61.983173,61.738245,61.496790,61.262505,61.039014,60.829816,60.638222,60.467292,60.319784,60.198095,60.104218,60.039697,60.005599,
 ,5,62.747653,63.104683,63.430633,63.720080,63.968307,64.171396,64.326287,64.430828,64.483788,64.484866,64.434659,64.334629,64.187042,63.994891,63.761815,63.492000,63.190080,62.861030,62.510069,62.142556,61.763904,61.379495,60.994618,60.614407,60.243803,59.887521,
 ,10,59.091384,59.806144,60.495130,61.146964,61.751460,62.299759,62.784420,63.199474,63.540426,63.804223,63.989198,64.094977,64.122371,64.073248,63.950397,63.757383,63.498410,63.178185,62.801794,62.374600,61.902161,61.390172,60.844438,60.270867,59.675493,59.064523,
 ,15,53.330018,54.373886,55.402505,56.398522,57.346507,58.233086,59.046996,59.779070,60.422167,60.971061,61.422296,61.774011,62.025753,62.178275,62.233333,62.193486,62.061909,61.842229,61.538382,61.154509,60.694885,60.163895,59.566053,58.906064,58.188929,57.420086,
 ,20,45.953495,47.289946,48.622747,49.928589,51.187242,52.381557,53.497368,54.523320,55.450649,56.272930,56.985802,57.586682,58.074477,58.449293,58.712159,58.864766,58.909237,58.847927,58.683264,58.417643,58.053371,57.592670,57.037734,56.390852,55.654580,54.831959,
 ,25,37.646043,39.239995,40.835624,42.404293,43.922198,45.369982,46.732292,47.997311,49.156299,50.203156,51.133981,51.946667,52.640503,53.215800,53.673544,54.015087,54.241875,54.355223,54.356158,54.245310,54.022884,53.688687,53.242235,52.682915,52.010211,51.223980,
 ,30,29.333256,31.156306,32.967519,34.736076,36.438094,38.055437,39.574717,40.986466,42.284425,43.464931,44.526367,45.468649,46.292766,47.000344,47.593258,48.073282,48.441802,48.699589,48.846639,48.882102,48.804272,48.610674,48.298209,47.863376,47.302546,46.612280,
 ,35,22.328042,24.328971,26.271726,28.132656,29.895177,31.548048,33.084196,34.499851,35.793866,36.967129,38.022033,38.961980,39.790905,40.512828,41.131444,41.649762,42.069802,42.392376,42.616950,42.741599,42.763063,42.676880,42.477609,42.159118,41.714921,41.138554,
 ,40,18.397037,20.384978,22.256296,24.002552,25.618696,27.102568,28.454524,29.677099,30.774652,31.752985,32.618922,33.379855,34.043266,34.616255,35.105077,35.514733,35.848625,36.108312,36.293371,36.401375,36.427998,36.367226,36.211662,35.952907,35.581993,35.089831,
 ,45,18.509956,20.189040,21.732188,23.135256,24.396640,25.517227,26.500281,27.351261,28.077559,28.688162,29.193233,29.603625,29.930344,30.183969,30.374081,30.508709,30.593861,30.633159,30.627605,30.575524,30.472661,30.312438,30.086348,29.784445,29.395900,28.909575,
 ,50,21.101277,22.431350,23.617783,24.656055,25.544446,26.283971,26.878277,27.333482,27.657960,27.862044,27.957658,27.957858,27.876313,27.726702,27.522075,27.274202,26.992941,26.685687,26.356946,26.008087,25.637286,25.239698,24.807820,24.332028,23.801229,23.203576,
 ,55,23.947731,25.056858,26.012237,26.809940,27.448562,27.929216,28.255486,28.433325,28.470892,28.378337,28.167507,27.851588,27.444684,26.961317,26.415882,25.822051,25.192166,24.536648,23.863479,23.177782,22.481573,21.773708,21.050044,20.303810,19.526160,18.706864,
 ,60,25.824395,26.801258,27.621878,28.282929,28.783329,29.124254,29.309094,29.343371,29.234594,28.992070,28.626654,28.150445,27.576438,26.918111,26.188976,25.402103,24.569614,23.702198,22.808652,21.895500,20.966711,20.023567,19.064683,18.086202,17.082163,16.044993,
 ,65,26.275891,27.139618,27.856077,28.422246,28.837183,29.102011,29.219862,29.195775,29.036557,28.750597,28.347631,27.838470,27.234680,26.548231,25.791115,24.974939,24.110526,23.207514,22.274011,21.316300,20.338640,19.343186,18.330044,17.297468,16.242214,15.160045,
 ,70,25.257045,25.976628,26.569063,27.031412,27.362700,27.563863,27.637666,27.588594,27.422697,27.147412,26.771342,26.304003,25.755535,25.136396,24.457032,23.727538,22.957326,22.154828,21.327230,20.480282,19.618209,18.743721,17.858170,16.961848,16.054448,15.135695,
 ,75,22.955675,23.469980,23.886588,24.202724,24.417386,24.531280,24.546726,24.467542,24.298908,24.047186,23.719730,23.324654,22.870591,22.366418,21.820986,21.242835,20.639934,20.019444,19.387532,18.749254,18.108522,17.468186,16.830213,16.196005,15.566823,14.944322,
 ,80,19.698198,19.932261,20.104645,20.213523,20.258384,20.239995,20.160349,20.022583,19.830873,19.590311,19.306753,18.986650,18.636852,18.264406,17.876335,17.479426,17.080013,16.683801,16.295712,15.919791,15.559181,15.216167,14.892300,14.588592,14.305769,14.044559,
 ,85,15.884225,15.763280,15.619069,15.453093,15.267210,15.063640,14.844960,14.614103,14.374335,14.129236,13.882658,13.638677,13.401524,13.175506,12.964901,12.773846,12.606208,12.465445,12.354479,12.275574,12.230241,12.219181,12.242265,12.298561,12.386401,12.503480,
 ,90,11.933191,11.396193,10.869215,10.362945,9.887742,9.453213,9.067734,8.737961,8.468395,8.261121,8.115799,8.029961,7.999571,8.019755,8.085531,8.192435,8.336917,8.516504,8.729738,8.975919,9.254748,9.565908,9.908660,10.281512,10.681975,11.106442,
 ,95,8.240502,7.258606,6.297645,5.388033,4.571851,3.908251,3.472150,3.327304,3.475428,3.845827,4.346430,4.905270,5.476851,6.035083,6.566355,7.065115,7.531258,7.968498,8.383210,8.783464,9.178119,9.575918,9.984626,10.410260,10.856489,11.324264,
 ,100,5.147607,3.784719,2.411109,1.041118,0.313308,1.634147,2.912304,4.135246,5.292514,6.375186,7.376060,8.289845,9.113327,9.845508,10.487694,11.043544,11.519045,11.922397,12.263800,12.555102,12.809301,13.039891,13.260067,13.481836,13.715123,13.966963,
 ,105,2.934401,1.790587,1.772264,2.893244,4.318198,5.790370,7.239310,8.633729,9.954374,11.187449,12.322643,13.352464,14.272033,15.079018,15.773614,16.358522,16.838872,17.222103,17.517754,17.737159,17.893043,17.998986,18.068788,18.115721,18.151740,18.186688,
 ,110,1.780654,2.303054,3.827384,5.565346,7.334329,9.077000,10.763793,12.374449,13.893260,15.307616,16.607531,17.785512,18.836550,19.758137,20.550266,21.215397,21.758373,22.186266,22.508152,22.734796,22.878260,22.951407,22.967332,22.938721,22.877182,22.792569,
 ,115,1.388909,3.096538,5.132956,7.197748,9.234636,11.216252,13.122733,14.937662,16.647075,18.239242,19.704678,21.036223,22.229119,23.281058,24.192191,24.965077,25.604574,26.117652,26.513142,26.801396,26.993873,27.102657,27.139901,27.117250,27.045231,26.932687,
 ,120,1.031160,3.262417,5.560256,7.834260,10.059299,12.216259,14.288304,16.260390,18.119314,19.853865,21.454989,22.915921,24.232285,25.402143,26.425976,27.306616,28.049098,28.660445,29.149371,29.525920,29.801024,29.986007,30.092048,30.129618,30.107932,30.034449,
 ,125,0.433487,2.861562,5.277062,7.655905,9.979647,12.230950,14.393750,16.453520,18.397522,20.215025,21.897483,23.438675,24.834784,26.084421,27.188589,28.150570,28.975749,29.671358,30.246144,30.709967,31.073338,31.346904,31.540907,31.664644,31.725958,31.730791,


Predictor,9

 , , 0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125,
 ,0,64.000000,63.978000,63.917532,63.834265,63.751312,63.695101,63.690360,63.754993,63.895723,64.105344,64.362150,64.631683,64.870509,65.031381,65.069024,64.945829,64.636888,64.133953,63.448068,62.610601,61.672450,60.701114,59.775392,58.977673,58.384281,58.055112,
 ,5,62.551881,63.110077,63.620419,64.090348,64.535826,64.977601,65.436533,65.928634,66.460629,67.026799,67.607680,68.170861,68.673717,69.067627,69.303043,69.334770,69.126916,68.657121,67.919818,66.928322,65.715626,64.333716,62.851189,61.348949,59.913826,58.630281,
 ,10,58.357351,59.441497,60.467858,61.436768,62.358431,63.249529,64.128806,65.012220,65.908366,66.814897,67.716519,68.584889,69.380391,70.055469,70.558996,70.841089,70.857861,70.575692,69.974755,69.051627,67.820881,66.315571,64.586532,62.700341,60.735803,58.778802,
 ,15,51.848508,53.355757,54.794560,56.159702,57.457271,58.701520,59.910675,61.102177,62.287993,63.470650,64.640588,65.775246,66.839966,67.790496,68.576701,69.146902,69.452378,69.451573,69.113728,68.421754,67.374230,65.986497,64.290793,62.335418,60.182850,57.906760,
 ,20,43.690351,45.479126,47.187662,48.807294,50.341923,51.805050,53.215804,54.594324,55.957012,57.312260,58.657278,59.976464,61.241525,62.413260,63.444640,64.284720,64.882848,65.192770,65.176269,64.806170,64.068567,62.964241,61.509251,59.734699,57.685687,55.419449,
 ,25,34.707973,36.611256,38.421146,40.128295,41.736657,43.260689,44.721650,46.143204,47.546724,48.946836,50.347825,51.741430,53.106323,54.409273,55.607722,56.653302,57.495795,58.087084,58.384747,58.355085,57.975460,57.235876,56.139831,54.704418,52.959726,50.947564,
 ,30,25.805840,27.646094,29.379189,30.998561,32.510716,33.932730,35.288958,36.606975,37.913041,39.227570,40.561249,41.912412,43.266064,44.594640,45.860246,47.017932,48.019456,48.817077,49.367035,49.632494,49.585837,49.210285,48.500830,47.464519,46.120108,44.497123,
 ,35,17.905637,19.509946,20.996346,22.364751,23.626620,24.803073,25.922165,27.015231,28.112517,29.238615,30.408399,31.624210,32.874762,34.135886,35.372806,36.543420,37.601989,38.502759,39.203198,39.666677,39.864525,39.777469,39.396478,38.723038,37.768909,36.555379,
 ,40,11.935199,13.157742,14.264713,15.264552,16.175129,17.022515,17.838579,18.657383,19.510663,20.423083,21.408214,22.466108,23.582953,24.732665,25.879844,26.983373,28.000026,28.887698,29.608079,30.128733,30.424600,30.478996,30.284128,29.841189,29.160044,28.258535,
 ,45,8.725387,9.543240,10.271742,10.927936,11.537089,12.130726,12.743175,13.406873,14.147228,14.978249,15.900112,16.899159,17.949984,19.018758,20.066882,21.054348,21.942548,22.696463,23.286304,23.688683,23.887382,23.873774,23.646922,23.213373,22.586657,21.786500,
 ,50,8.119155,8.818726,9.465682,10.086385,10.712270,11.375767,12.105298,12.920423,13.828386,14.822937,15.885416,16.987429,18.094199,19.167865,20.170348,21.065682,21.821817,22.411977,22.815638,23.019181,23.016225,22.807693,22.401574,21.812420,21.060563,20.171052,
 ,55,8.697394,9.607306,10.492490,11.380332,12.299568,13.275675,14.326543,15.459335,16.669160,17.939600,19.244661,20.551488,21.823286,23.022061,24.111012,25.056518,25.829719,26.407737,26.774531,26.921429,26.847325,26.558559,26.068461,25.396584,24.567606,23.609929,
 ,60,9.669421,10.822253,11.973404,13.142315,14.350273,15.615613,16.949794,18.354814,19.822195,21.333463,22.861760,24.374138,25.834088,27.204044,28.447644,29.531699,30.427805,31.113603,31.573679,31.800109,31.792635,31.558483,31.111816,30.472833,29.666520,28.721095,
 ,65,11.100271,12.315860,13.565936,14.855827,16.196455,17.598729,19.069200,20.607121,22.203012,23.838620,25.488006,27.119374,28.697276,30.184908,31.546289,32.748211,33.761885,34.564259,35.138971,35.476943,35.576601,35.443719,35.090885,34.536611,33.804098,32.919709,
 ,70,13.017357,14.104999,15.261420,16.482100,17.769755,19.129222,20.563146,22.068829,23.636391,25.248273,26.879850,28.500862,30.077323,31.573613,32.954544,34.187252,35.242838,36.097682,36.734437,37.142659,37.319069,37.267455,36.998208,36.527499,35.876150,35.068211,
 ,75,15.055824,15.938377,16.895846,17.924660,19.026873,20.206354,21.465193,22.800819,24.204173,25.659054,27.142519,28.626116,30.077622,31.463018,32.748458,33.902105,34.895714,35.705926,36.315232,36.712606,36.893779,36.861173,36.623495,36.195001,35.594463,34.843886,
 ,80,16.660879,17.357846,18.106807,18.911439,19.779108,20.717737,21.732705,22.824258,23.985830,25.203452,26.456204,27.717490,28.956831,30.141868,31.240352,32.221955,33.059819,33.731787,34.221309,34.518010,34.617928,34.523418,34.242755,33.789436,33.181211,32.438908,
 ,85,17.344962,17.911446,18.491682,19.098244,19.746353,20.450757,21.222607,22.066812,22.980341,23.951709,24.961620,25.984526,26.990707,27.948540,28.826666,29.595885,30.230719,30.710584,31.020609,31.152092,31.102625,30.875910,30.481282,29.932966,29.249109,28.450623,
 ,90,16.816586,17.302163,17.760614,18.213772,18.685927,19.200336,19.775591,20.422458,21.141825,21.924143,22.750366,23.594027,24.423933,25.206973,25.910675,26.505339,26.965660,27.271887,27.410524,27.374645,27.163860,26.783957,26.246269,25.566797,24.765125,23.863184,
 ,95,15.022027,15.451941,15.819920,16.157635,16.499906,16.880505,17.327439,17.858598,18.478846,19.179268,19.938648,20.726540,21.507066,22.242621,22.897032,23.437970,23.838656,24.078933,24.145818,24.033625,23.743711,23.283902,22.667625,21.912791,21.040465,20.073385,
 ,100,12.140389,12.508701,12.793793,13.038443,13.290628,13.597949,14.000564,14.524291,15.176099,15.943539,16.797940,17.699819,18.604639,19.467687,20.247662,20.909057,21.423609,21.771057,21.939396,21.924724,21.730740,21.367920,20.852381,20.204457,19.447022,18.603612,
 ,105,8.550410,8.815315,9.001603,9.166312,9.376609,9.699771,10.189291,10.872292,11.744598,12.775230,13.916311,15.112984,16.310618,17.459134,18.515347,19.444156,20.219104,20.822562,21.245606,21.487617,21.555560,21.462937,21.228386,20.873934,20.422968,19.898020,
 ,110,4.798620,4.855166,4.905106,5.033841,5.343872,5.916623,6.779203,7.904352,9.234619,10.704361,12.250490,13.815937,15.350439,16.810720,18.160702,19.371794,20.423167,21.301897,22.002885,22.528463,22.887651,23.095003,23.169070,23.130514,22.999989,22.795971,
 ,115,1.863948,1.263652,1.072154,1.683989,2.764744,4.088105,5.583098,7.208955,8.928854,10.705300,12.500083,14.275391,15.995199,17.626641,19.141263,20.516067,21.734282,22.785829,23.667416,24.382233,24.939224,25.351933,25.636968,25.812167,25.894611,25.898700,
 ,120,2.432584,1.999403,2.200422,3.002687,4.164322,5.547364,7.088835,8.749082,10.493536,12.287701,14.096498,15.885067,17.620021,19.270783,20.810815,22.218642,23.478612,24.581317,25.523655,26.308483,26.943859,27.441878,27.817165,28.085128,28.260117,28.353701,
 ,125,3.758599,3.773116,4.233533,5.065866,6.177320,7.498278,8.979992,10.583662,12.273668,14.014851,15.772069,17.510842,19.198435,20.805059,22.304998,23.677551,24.907722,25.986575,26.911235,27.684493,28.314012,28.811147,29.189459,29.463017,29.644649,29.744342,


Predictor,10

 , , 0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125,
 ,0,63.000000,63.014928,63.058143,63.125053,63.208370,63.298628,63.384840,63.455250,63.498125,63.502534,63.459077,63.360519,63.202322,62.983034,62.704532,62.372113,61.994407,61.583127,61.152634,60.719326,60.300864,59.915264,59.579878,59.310348,59.119602,59.016974,
 ,5,62.918668,63.542180,64.173475,64.799839,65.407355,65.981482,66.507636,66.971752,67.360783,67.663137,67.869041,67.970840,67.963223,67.843408,67.611261,67.269377,66.823114,66.280574,65.652521,64.952226,64.195225,63.398971,62.582361,61.765152,60.967247,60.207890,
 ,10,62.679621,63.891315,65.070609,66.199800,67.262521,68.244031,69.131397,69.913582,70.581433,71.127600,71.546392,71.833618,71.986424,72.003153,71.883263,71.627307,71.236973,70.715212,70.066399,69.296550,68.413542,67.427311,66.350010,65.196079,63.982209,62.727184,
 ,15,62.296880,64.068291,65.750246,67.322987,68.771120,70.083400,71.252377,72.273917,73.146617,73.871140,74.449506,74.884384,75.178445,75.333812,75.351666,75.232036,74.973786,74.574807,74.032397,73.343790,72.506788,71.520461,70.385837,69.106568,67.689504,66.145171,
 ,20,61.791153,64.087410,66.224128,68.181794,69.948292,71.518172,72.891805,74.074411,75.074949,75.904889,76.576899,77.103534,77.495979,77.762958,77.909889,77.938353,77.845933,77.626423,77.270389,76.766032,76.100259,75.259885,74.232875,73.009542,71.583650,69.953379,
 ,25,61.186125,63.967989,66.511833,68.799747,70.823902,72.585470,74.093484,75.363555,76.416369,77.275986,77.967958,78.517340,78.946723,79.274423,79.512986,79.668154,79.738388,79.714997,79.582848,79.321582,78.907190,78.313809,77.515571,76.488400,75.211626,73.669398,
 ,30,60.503873,63.730079,66.636477,69.207035,71.437924,73.336372,74.919498,76.212940,77.249185,78.065550,78.701812,79.197571,79.589468,79.908489,80.177578,80.409816,80.607388,80.761442,80.852853,80.853788,80.729858,80.442619,79.952168,79.219629,78.209380,76.890924,
 ,35,59.760004,63.389768,66.619793,69.435159,71.834640,73.829786,75.443978,76.711228,77.674576,78.383982,78.893663,79.258911,79.532527,79.761099,79.981483,80.217862,80.479785,80.761433,81.042234,81.288686,81.457137,81.497111,81.354816,80.976480,80.311303,79.313896,
 ,40,58.959279,62.954746,66.477211,69.511286,72.056168,74.125169,75.745181,76.955852,77.808286,78.363111,78.687803,78.853222,78.929420,78.980939,79.061986,79.212036,79.452461,79.784726,80.190436,80.633204,81.062005,81.415441,81.626340,81.626158,81.348835,80.733921,
 ,45,58.092482,62.420821,66.213628,69.452997,72.136006,74.274774,75.896439,77.042828,77.769629,78.144887,78.246640,78.159548,77.970447,77.762932,77.611303,77.574484,77.690769,77.974276,78.413775,78.974107,79.599880,80.220703,80.757066,81.126068,81.246421,81.042464,
 ,50,57.135136,61.769996,65.820529,69.264200,72.093469,74.316372,75.956989,77.055621,77.668517,77.866956,77.735474,77.368996,76.868656,76.336200,75.867124,75.543046,75.424278,75.543840,75.904152,76.477123,77.207610,78.019421,78.822608,79.520819,80.017794,80.222546,
 ,55,56.048351,60.970456,65.274944,68.932827,71.929863,74.267551,75.964006,77.054567,77.592046,77.646431,77.303845,76.664488,75.839227,74.944523,74.095539,73.397619,72.936911,72.771572,72.925317,73.384909,74.102239,75.000429,75.982414,76.940193,77.763247,78.345303,
 ,60,54.781713,59.978496,64.540406,68.430724,71.627046,74.122569,75.927242,77.068698,77.592898,77.564370,77.065869,76.197222,75.072993,73.818534,72.563980,71.435940,70.547168,69.985345,69.802990,70.010972,70.577466,71.432697,72.478087,73.597391,74.667489,75.567304,
 ,65,53.277725,58.742078,63.569770,67.715722,71.148611,73.852332,75.827313,77.091651,77.682009,77.654228,77.083527,76.064119,74.707952,73.142135,71.504477,69.936542,68.573892,67.533893,66.902671,66.724009,66.993322,67.658747,68.629029,69.785770,70.996732,72.127555,
 ,70,51.477166,57.205492,62.309440,66.735554,70.443474,73.407498,75.617980,77.082576,77.827282,77.897253,77.357326,76.292171,74.805847,73.020450,71.073318,69.112105,67.286937,65.739255,64.587857,63.914269,63.751048,64.076823,64.819994,65.869895,67.091775,68.341608,
 ,75,49.324656,55.314496,60.704402,65.432994,69.451252,72.724116,75.231953,76.971842,77.958688,78.226121,77.827187,76.834765,75.341618,73.459867,71.319522,69.065474,66.852102,64.834623,63.156678,61.934921,61.243289,61.101351,61.470970,62.262822,63.350486,64.587430,
 ,80,46.773876,53.021356,58.703430,63.751516,68.108587,71.730818,74.589083,76.670283,77.978478,78.535827,78.383328,77.581338,76.209845,74.368379,72.175352,69.766408,67.291142,64.907228,62.771021,61.024143,59.777131,59.093372,58.978297,59.378153,60.189183,61.273883,
 ,85,43.792112,50.289364,56.263957,61.640806,66.355604,70.356483,73.605536,76.080165,77.774233,78.699015,78.883947,78.377167,77.245856,75.576312,73.473679,71.061070,68.477640,65.874912,63.410346,61.237236,59.490618,58.270653,57.627204,57.550795,57.973831,58.781972,
 ,90,40.364035,47.096597,53.356224,59.061632,64.141786,68.537450,72.202671,75.106131,77.232306,78.582425,79.175216,79.047448,78.254264,76.869311,74.984601,72.709990,70.171986,67.511415,64.879178,62.429143,60.307351,58.637619,57.505441,56.944277,56.929136,57.380416,
 ,95,36.494969,43.438870,49.966521,55.989744,61.430837,66.223616,70.314699,73.664784,76.249782,78.061769,79.109735,79.420111,79.037105,78.022825,76.457183,74.437508,72.077705,69.506647,66.865249,64.301479,61.962410,59.982816,58.470880,57.493460,57.065072,57.144756,
 ,100,32.214382,39.332088,46.099516,52.418670,58.204251,63.383051,67.894607,71.692210,74.743934,77.033543,78.561222,79.344102,79.416590,78.830487,77.654909,75.975949,73.896001,71.532523,69.015855,66.485533,64.084336,61.949424,60.200476,58.926053,58.171060,57.929208,
 ,105,27.581485,34.814534,41.779788,48.361399,54.463550,60.005029,64.918171,69.149176,72.658836,75.423317,77.434828,78.702136,79.250886,79.123727,78.380241,77.096641,75.365182,73.293129,71.001000,68.619656,66.285631,64.134084,62.289028,60.851376,59.886642,59.415387,
 ,110,22.698091,29.950414,37.052990,43.851102,50.231229,56.101487,61.386111,66.024106,69.969285,73.190740,75.673383,77.418403,78.443573,78.783378,78.488965,77.627872,76.283515,74.554279,72.552035,70.399720,68.227481,66.166847,64.342512,62.861892,61.803662,61.207596,
 ,115,17.744803,24.838122,31.987508,38.941158,45.550556,51.707066,57.324547,62.334053,66.682348,70.331731,73.260293,75.462250,76.948201,77.745261,77.897023,77.463336,76.519852,75.157237,73.479884,71.603832,69.653470,67.756535,66.036983,64.605723,63.549981,62.923127,
 ,120,13.097049,19.633500,26.678789,33.705048,40.484445,46.877891,52.783970,58.123946,62.836929,66.878376,70.219787,72.848788,74.769294,76.001612,76.582423,76.564606,76.016860,75.023033,73.681013,72.100918,70.402227,68.709378,67.145420,65.823594,64.837355,64.250293,
 ,125,9.689111,14.623628,21.262562,28.237367,35.113745,41.689296,47.836930,53.464375,58.501667,62.896944,66.615049,69.637154,71.960734,73.599604,74.583904,74.959976,74.790072,74.151810,73.137250,71.851351,70.409467,68.933441,67.545860,66.362256,65.481579,64.976140,


Predictor,11

 , , 0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125,
 ,0,63.000000,62.881302,62.520859,61.906376,61.019754,59.840371,58.349098,56.532659,54.387969,51.926179,49.176278,46.188192,43.035329,39.816394,36.655811,33.701025,31.113266,29.047000,27.615990,26.854640,26.696616,26.989131,27.535913,28.143362,28.651656,28.949251,
 ,5,63.292805,63.319194,63.113775,62.678971,62.008309,61.088173,59.900633,58.426963,56.651497,54.565528,52.171064,49.484368,46.539343,43.390848,40.118032,36.827548,33.655732,30.767079,28.343297,26.554892,25.512976,25.219506,25.552407,26.302416,27.235021,28.140393,
 ,10,64.148509,64.321626,64.260607,63.982962,63.495138,62.792658,61.861601,60.681148,59.226893,57.474619,55.404315,53.004327,50.275586,47.236028,43.925357,40.410457,36.791752,33.210488,29.855263,26.961274,24.786410,23.543784,23.301010,23.921832,25.116768,26.555291,
 ,15,65.502728,65.831468,65.912296,65.777191,65.445932,64.924641,64.205828,63.269855,62.087561,60.623818,58.841751,56.707439,54.194948,51.291637,48.003781,44.362726,40.432073,36.316832,32.175890,28.238395,24.818404,22.300410,21.035498,21.135540,22.352860,24.218678,
 ,20,67.259302,67.758280,67.985948,67.987303,67.794999,67.426402,66.882254,66.146963,65.190408,63.971086,62.440356,60.547510,58.245448,55.496721,52.279824,48.595703,44.474758,39.985125,35.244065,30.436108,25.843603,21.890285,19.153411,18.179733,19.036607,21.168441,
