Predictor,0

 , , 0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125,
 ,110,55.266821,61.848726,63.458632,54.991996,38.329963,20.377736,8.576475,5.068939,8.191973,15.379811,20.417100,20.419390,16.148694,11.153661,10.363065,13.064636,14.718635,14.527831,15.094916,17.609198,18.960834,17.188447,14.382556,13.855557,13.994709,12.320015,
 ,115,53.090179,61.141730,64.511936,57.405024,41.373734,23.173610,10.199013,5.225798,6.946517,13.179765,18.026518,18.764188,15.970339,12.186440,10.341485,11.083381,12.016797,12.461061,14.572962,17.990984,19.084409,16.153640,12.037348,12.256303,14.446752,14.200820,
 ,120,49.498758,57.841788,62.824857,57.413236,42.514955,24.562506,10.888853,4.895661,5.448344,10.663733,15.200356,16.572010,15.095968,12.289492,9.752585,8.757114,8.647038,9.107101,12.488877,17.177310,18.896216,15.790454,10.501621,10.471228,14.161513,15.430128,
 ,125,46.569347,53.124544,58.768897,54.853293,41.316717,24.076807,10.290573,3.838720,3.671622,8.110573,12.480908,14.582690,14.342636,12.255663,9.115638,6.697337,5.516560,4.970032,9.017420,14.914312,17.720768,15.374795,9.891705,8.931079,13.219444,15.755900,


Predictor,4

 , , 0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125,
 ,0,64.000000,62.372663,57.636523,50.216750,40.785296,30.229442,19.707720,11.284693,9.845151,14.593019,19.379030,22.403585,23.383342,22.492888,20.138855,16.863376,13.281124,10.037387,7.740263,6.675105,6.419465,6.226946,5.644079,4.550504,3.010026,1.171103,
 ,5,62.348168,62.515897,59.479636,53.456227,44.935105,34.646108,23.552851,13.124611,7.900977,12.795275,19.316830,24.160490,26.768498,27.158454,25.626593,22.649563,18.816372,14.775445,11.198070,8.706802,7.570192,7.320594,7.168140,6.626867,5.555088,4.004053,
 ,10,57.581300,59.452078,58.270497,54.031668,47.013706,37.757279,27.038783,15.933833,7.091847,9.885802,17.652255,24.065422,28.231690,29.997905,29.523874,27.188980,23.529621,19.183736,14.850211,11.262692,9.068815,8.357794,8.387651,8.318462,7.728933,6.529110,
 ,15,50.282535,53.532954,54.130558,51.849211,46.738692,39.121935,29.572056,18.900016,8.465598,6.290478,14.548615,22.143197,27.656054,30.762556,31.469481,30.028858,26.887596,22.636765,17.968249,13.654556,10.521550,9.139822,9.128450,9.436983,9.325557,8.524727,
 ,20,41.510050,45.536952,47.563798,47.151553,44.114712,38.537292,30.764847,21.379461,11.220217,3.369745,10.314574,18.588599,25.109661,29.392002,31.286175,30.896429,28.547268,24.743260,20.127718,15.460296,11.627387,9.521756,9.280930,9.860021,10.200611,9.824122,
 ,25,33.034002,36.821392,39.547157,40.570515,39.463781,36.052692,30.427764,22.930544,14.125401,4.906471,5.395314,13.748307,20.838345,26.016300,28.987187,29.699818,28.332892,25.269661,21.063493,16.413228,12.181862,9.417837,8.799836,9.535633,10.284042,10.334565,
 ,30,27.659461,29.665582,31.769725,33.266957,33.500171,32.007840,28.584600,23.291971,16.438222,8.544639,1.170470,8.093474,15.244937,20.945055,24.774150,26.531712,26.239760,24.134916,20.645034,16.365044,12.068808,8.805653,7.705799,8.487434,9.591828,10.053443,
 ,35,27.996611,27.161241,26.928848,27.218104,27.505438,27.118400,25.508650,22.383046,17.730249,11.795873,5.047705,2.272996,8.868493,14.648949,19.025515,21.665029,22.435414,21.413644,18.876342,15.279877,11.259155,7.731577,6.084847,6.816674,8.237290,9.083714,
 ,40,32.995315,30.357024,27.494761,25.095109,23.536146,22.643279,21.799782,20.326852,17.773529,14.005520,9.184518,3.770712,2.616689,7.784510,12.296636,15.549339,17.258278,17.337996,15.899497,13.237314,9.815629,6.323121,4.090534,4.709533,6.456309,7.659305,
 ,45,39.320018,36.505057,32.462894,27.895112,23.627623,20.407807,18.517824,17.508231,16.520997,14.852083,12.195496,8.630660,4.640194,2.584952,5.564056,8.888796,11.249761,12.315237,12.008302,10.445776,7.909702,4.829337,2.007037,2.525150,4.699785,6.202604,
 ,50,44.620333,42.592559,38.681980,33.382079,27.399502,21.635838,17.129628,14.699924,14.132781,14.188186,13.746138,12.321213,9.940635,7.005678,4.416313,3.984386,5.578610,7.104604,7.743852,7.310186,5.886235,3.731382,1.319620,1.720109,3.837567,5.372764,
 ,55,47.711069,46.904350,43.879052,38.911953,32.504931,25.372219,18.472548,13.165740,11.083336,12.028952,13.672023,14.488733,14.039164,12.419973,10.011627,7.383255,5.279477,4.428893,4.602922,4.791638,4.465989,3.680427,3.012394,3.344656,4.505008,5.668724,
 ,60,48.091907,48.614423,46.857816,42.886433,36.995491,29.694384,21.694438,13.995786,8.525067,8.564919,11.980123,14.984607,16.532455,16.510547,15.150087,12.868703,10.188392,7.671834,5.835211,4.917349,4.642052,4.590073,4.688009,5.104746,5.863070,6.715894,
 ,65,45.696444,47.432177,47.076133,44.489797,39.760684,33.198207,25.308598,16.770022,8.553511,4.308978,8.872910,13.869250,17.284016,18.886153,18.790617,17.313214,14.903619,12.084249,9.390883,7.303032,6.110064,5.741874,5.892041,6.348591,7.019450,7.776644,
 ,70,40.769528,43.441267,44.425754,43.402739,40.256720,35.094709,28.236109,20.177204,11.536005,3.004649,4.914439,11.474195,16.384407,19.430810,20.612046,20.121159,18.312380,15.652869,12.668037,9.889120,7.794210,6.681883,6.487644,6.876453,7.560479,8.357213,
 ,75,33.784079,37.011675,39.131601,39.674697,38.337534,35.025423,29.866816,23.202892,15.565712,7.742225,3.279699,8.625138,14.195453,18.257352,20.540452,21.060907,20.035866,17.836057,14.933888,11.851466,9.118255,7.221439,6.441695,6.612570,7.306078,8.200225,
 ,80,25.367177,28.735092,31.696327,33.670517,34.190203,32.969013,29.938735,25.263756,19.347959,12.901690,7.504790,7.270964,11.483946,15.733462,18.720317,20.116592,19.935666,18.403475,15.893489,12.869602,9.838546,7.325757,5.837845,5.590367,6.213769,7.205704,
 ,85,16.235805,19.389047,22.891834,26.074911,28.335958,29.223662,28.483643,26.086212,22.243364,17.437257,12.547675,9.282419,9.692511,12.579822,15.531835,17.470977,18.059159,17.307891,15.441883,12.822085,9.883249,7.091151,4.951648,4.013548,4.367901,5.400994,
 ,90,7.228511,10.110056,13.981403,18.077814,21.748643,24.462111,25.831498,25.651136,23.924784,20.883570,17.008177,13.099353,10.405345,10.119203,11.689034,13.516220,14.623329,14.659008,13.626031,11.736658,9.322190,6.758438,4.410289,2.661350,2.139308,2.974396,
 ,95,3.238234,5.419700,8.535363,12.329438,16.302400,19.910927,22.664814,24.192295,24.287146,22.936845,20.332506,16.868750,13.155799,10.067823,8.618399,8.973186,10.010250,10.704231,10.641583,9.804804,8.391204,6.696184,5.009326,3.510592,2.233128,1.414447,
 ,100,10.014521,11.285619,12.176608,13.290435,15.086202,17.509883,20.082978,22.221712,23.445314,23.456683,22.163862,19.673549,16.267467,12.373962,8.569455,5.703778,4.896299,5.804258,6.883789,7.481095,7.546167,7.230322,6.697252,6.014101,5.146057,4.094542,
 ,105,16.255159,18.139355,19.025948,19.078957,18.787090,18.754900,19.368739,20.533148,21.763999,22.498840,22.317889,21.018913,18.613180,15.287695,11.351005,7.170904,3.111967,0.542707,3.536920,5.826385,7.415152,8.383023,8.819723,8.781884,8.294214,7.415337,
 ,110,21.115251,23.573043,25.028301,25.216558,24.275232,22.657808,21.025147,20.017195,19.896941,20.366052,20.807501,20.657315,19.588285,17.529725,14.627124,11.197633,7.733838,5.113524,4.789097,6.427674,8.350128,9.891598,10.885384,11.302992,11.161814,10.528609,
 ,115,24.570580,27.220307,29.240375,29.990193,29.254204,27.179524,24.228131,21.127853,18.743017,17.699811,17.890484,18.556794,18.902653,18.454566,17.086989,14.955291,12.444229,10.154458,8.838644,8.940216,10.053976,11.434371,12.589662,13.292000,13.462844,13.118498,
 ,120,26.751298,29.077759,31.403939,32.795512,32.702031,30.954276,27.724550,23.498459,19.079104,15.599628,14.196855,14.911016,16.501917,17.782954,18.173891,17.564251,16.155045,14.367061,12.764356,11.893837,11.977042,12.751223,13.739245,14.556548,14.986430,14.949752,
 ,125,27.828518,29.324024,31.556760,33.460854,34.191228,33.267688,30.569092,26.296770,20.951710,15.388889,11.106822,10.231797,12.534049,15.491952,17.687295,18.683120,18.498381,17.416279,15.896825,14.491209,13.684519,13.663751,14.227476,14.985063,15.596422,15.859344,


Predictor,5

 , , 0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125,
 ,0,64.000000,62.522396,58.227153,51.531005,43.153353,34.204546,26.426340,22.334786,23.365679,27.401871,31.504791,34.009606,34.200202,31.904303,27.311690,20.884674,13.327288,5.959156,5.685987,12.080881,17.997474,22.509179,25.488559,27.122202,27.801890,27.983352,
 ,5,63.896510,63.496581,60.171573,54.240502,46.346168,37.531479,29.430853,24.436534,24.390172,27.893077,31.962998,34.644855,35.045517,32.912807,28.411846,22.004953,14.373755,6.495090,3.790679,10.072651,15.901940,20.336326,23.355555,25.244852,26.455189,27.412111,
 ,10,63.586595,64.263099,61.917027,56.770713,49.391682,40.760604,32.425070,26.662533,25.567149,28.429219,32.370945,35.178366,35.769852,33.802376,29.409954,23.055188,15.418949,7.329783,1.917983,8.125163,13.840117,18.146657,21.157129,23.273836,25.013594,26.755019,
 ,15,63.071922,64.817956,63.454679,59.108924,52.273695,43.870184,35.372249,28.954641,26.860127,28.999976,32.724481,35.606846,36.369829,34.569281,30.301773,24.029752,16.448882,8.364002,0.647667,6.337244,11.868567,15.972966,18.909387,21.216950,23.483392,26.015859,
 ,20,62.355284,65.158294,64.776948,61.243857,54.977843,46.841781,38.243982,31.267690,28.235136,29.595017,33.020111,35.927703,36.842688,35.210339,31.083568,24.923677,17.452116,9.520217,2.154231,4.926903,10.078502,13.863084,16.633070,19.082492,21.871503,25.199051,
 ,25,61.440616,65.282371,65.877446,63.165532,57.491286,49.659345,41.017362,33.566160,29.661576,30.204229,33.254985,36.139027,37.186277,35.722906,31.752101,25.732577,18.419129,10.744705,4.034710,4.312582,8.618567,11.891021,14.356994,16.879361,20.185596,24.309710,
 ,30,60.333026,65.189555,66.750942,64.865186,59.802522,52.308678,43.673277,35.821585,31.112421,30.817882,33.426882,36.239575,37.399046,36.104883,32.304624,26.452603,19.341869,12.001073,5.929497,4.818507,7.706096,10.175134,12.125124,14.617273,18.434293,23.353730,
 ,35,59.038836,64.880319,67.393336,66.335214,61.901267,54.777101,46.195371,38.010670,32.564056,31.426756,33.534199,36.228758,37.480036,36.354710,32.738879,27.080410,20.213435,13.264085,7.810051,6.169588,7.557309,8.897503,10.011697,12.307259,16.627524,22.337894,
 ,40,57.565646,64.356243,67.801638,67.569138,63.778379,57.053254,48.569400,40.113979,33.995937,32.022224,33.575946,36.106640,37.428886,36.471370,33.053103,27.613135,21.027864,14.515484,9.664582,7.931740,8.215891,8.286102,8.153114,9.962942,14.777186,21.270041,
 ,45,55.922410,63.620025,67.973959,68.561582,65.425818,59.126968,50.782812,42.115025,35.390213,32.596305,33.551740,35.873935,37.245824,36.454389,33.246022,28.048382,21.779966,15.741438,11.484479,9.868652,9.507445,8.495480,6.800297,7.604253,12.898420,20.159278,
 ,50,54.119554,62.675494,67.909506,69.308259,66.836617,60.989184,52.824493,43.999638,36.731364,33.141694,33.461803,35.532016,36.931673,36.303835,33.316856,28.384219,22.465225,16.931001,13.262175,11.873443,11.200025,9.468567,6.312735,5.271168,11.012205,19.016288,
 ,55,52.169131,61.527637,67.608574,69.805967,68.004868,62.631909,54.684586,45.755532,38.005875,33.651774,33.306963,35.082923,36.487850,36.020322,33.265320,28.619163,23.079714,18.075191,14.990616,13.893233,13.119483,10.992648,6.883982,3.097368,9.151057,17.853747,
 ,60,50.085029,60.182636,67.072553,70.052578,68.925718,64.048189,56.354387,47.372002,39.201974,34.120619,33.088659,34.529382,35.916370,35.605003,33.091621,28.752186,23.620048,19.166417,16.663092,15.897716,15.156854,12.855264,8.291344,1.877155,7.372464,16.686894,
 ,65,47.883269,58.647919,66.303931,70.047041,69.595362,65.232088,57.826267,48.839713,40.309414,34.542992,32.808947,33.874828,35.219855,35.059576,32.796461,28.782707,24.083338,20.198135,18.273181,17.866919,17.245353,14.907854,10.178455,3.109112,5.791789,15.534279,
 ,70,45.582391,56.932235,65.306300,69.789381,70.011042,66.178685,59.093628,50.150551,41.319298,34.914331,32.470508,33.123437,34.401541,34.386279,32.381035,28.710592,24.467166,21.164617,19.814745,19.786110,19.342155,17.056967,12.305633,5.284873,4.650767,14.418706,
 ,75,43.203999,55.045756,64.084373,69.280695,70.171055,66.884068,60.150872,51.297518,42.223944,35.230747,32.076665,32.280178,33.465299,33.587892,31.847032,28.536156,24.769571,22.060808,21.281926,21.643486,21.417904,19.243508,14.543385,7.618330,4.334381,13.368276,
 ,80,40.773486,53.000219,62.644005,68.523156,70.074742,67.345336,60.993380,52.274661,43.016779,35.489003,31.631391,31.350866,32.415649,32.667736,31.196630,28.260161,24.989026,22.882237,22.669165,23.429052,23.451067,21.428197,16.820866,9.977018,5.005924,12.417246,
 ,85,38.321002,50.809129,60.992229,67.520017,69.722500,67.560598,61.617505,53.077021,43.692257,35.686515,31.139332,30.342252,31.257807,31.629680,30.432499,27.883820,25.124436,23.624951,23.971213,25.134031,25.424883,23.583232,19.095777,12.321180,6.352363,11.606011,
 ,90,35.882715,48.488034,59.137301,66.275611,69.115773,67.528970,62.020558,53.700594,44.245799,35.821335,30.605821,29.262129,29.997727,30.478148,29.557801,27.408797,25.175131,24.285476,25.183148,26.750558,27.325664,25.687686,21.340164,14.630944,8.027239,10.979000,
 ,95,33.502368,46.054917,57.088774,64.795362,68.257057,67.250584,62.200814,54.142309,44.673743,35.892151,30.036898,28.119477,28.642183,29.218130,28.576192,26.837213,25.140861,24.860789,26.300395,28.271494,29.141829,27.724955,23.533767,16.892711,9.846278,10.579122,
 ,100,31.233021,43.530741,54.857599,63.085796,67.149894,66.726578,62.157501,54.400011,44.973312,35.898277,29.439325,26.924650,27.198881,27.855213,27.491832,26.171649,25.021794,25.348304,27.318737,29.690333,30.863328,29.681307,25.660767,19.095459,11.721833,10.438741,
 ,105,29.138595,40.940209,52.456282,61.154570,65.798880,65.959105,61.890805,54.472450,45.142586,35.839654,28.820593,25.689624,25.676631,26.395622,26.309393,25.415163,24.818520,25.745858,28.234331,31.001145,32.481296,31.545024,27.708103,21.229479,13.608256,10.570301,
 ,110,27.294301,38.312825,49.899099,59.010497,64.209659,64.951323,61.401866,54.359274,45.180492,35.716848,28.188928,24.428311,24.085597,24.846286,25.034091,24.571302,24.532052,26.051707,29.043725,32.198541,33.987843,33.305892,29.664573,23.285877,15.478382,10.962123,
 ,115,25.784305,35.684351,47.202422,56.663613,62.388932,63.707404,60.692783,54.061033,45.086789,35.531054,27.553272,23.156951,22.437687,23.214958,23.671720,23.644127,24.163830,26.264518,29.743867,33.277664,35.375916,34.954888,31.520317,25.256355,17.313874,11.582358,
 ,120,24.694491,33.098750,44.385198,54.125257,60.344474,62.232527,59.766615,53.579173,44.862072,35.284099,26.923240,21.894582,20.747143,21.510397,22.228721,22.638253,23.715734,26.383369,30.332117,34.234175,36.639219,36.483979,33.266523,27.133124,19.101023,12.388284,
 ,125,24.099145,30.610628,41.469655,51.408207,58.085146,60.532887,58.627384,52.916051,44.507770,34.978447,26.309049,20.663561,19.031460,19.742676,20.712292,21.558904,23.190089,26.407746,30.806259,35.064260,37.772156,37.886000,34.895257,28.908855,20.828778,13.335415,


Predictor,6

 , , 0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125,
 ,0,64.000000,62.612141,57.799110,49.191659,38.667099,28.951535,19.942043,9.328619,2.837257,12.777984,16.811854,13.782334,6.804305,4.934687,7.058703,6.480453,9.086142,13.667253,15.647001,17.853468,24.989620,32.912174,35.707936,31.538185,22.702563,14.048871,
 ,5,62.693000,64.192899,61.313668,53.859094,44.212120,34.953574,25.613154,14.590812,6.115479,11.567281,15.094004,12.222351,5.581968,0.268695,1.493897,4.744061,11.466158,15.956157,15.969969,16.465802,23.904916,32.278787,35.068913,30.879857,22.332850,13.894793,
 ,10,59.070902,63.152533,61.904651,55.536489,47.001273,38.796661,30.161826,20.062489,12.518998,13.525234,15.107516,12.211117,7.243329,4.350046,3.956927,8.994661,15.950671,19.233166,16.686987,14.134474,21.208213,29.831883,32.576995,28.537197,20.627168,12.768809,
 ,15,54.041253,60.128679,59.928106,54.278996,46.797883,39.951852,32.641514,24.056859,17.692939,16.792216,16.526055,13.630343,10.265572,8.424342,8.625693,14.003435,20.729359,22.820102,17.936559,11.427563,17.279794,25.924401,28.492534,24.681944,17.726354,10.844447,
 ,20,49.104541,56.279750,56.230493,50.584490,43.740485,38.249906,32.601054,25.924489,21.061363,19.609965,18.256020,15.505534,13.126295,11.575975,12.160949,18.118734,24.797541,25.998868,19.420767,9.099799,12.639780,21.080200,23.226761,19.613387,13.919712,8.499195,
 ,25,46.081886,53.123370,52.124108,45.460309,38.414690,33.907677,29.997311,25.483506,22.395151,21.112433,19.325940,16.917351,15.152647,13.495553,14.224140,20.805730,27.572217,28.176198,20.594351,7.875574,8.005721,16.018990,17.336243,13.731703,9.722291,6.543627,
 ,30,46.223697,52.027102,49.165962,40.467295,32.004999,27.628117,25.243554,23.001846,21.807979,20.990354,19.158187,17.300696,16.024592,13.993403,14.616342,21.827773,28.729584,28.932212,20.907652,7.755074,4.820650,11.774620,11.587037,7.502924,6.292683,6.373615,
 ,35,49.191183,53.412538,48.532245,37.493699,26.583704,20.950247,19.475160,19.399315,19.886533,19.359237,17.522012,16.391211,15.636032,13.026765,13.304507,21.195872,28.188167,28.049797,19.946178,7.873536,5.473419,9.741469,7.342037,1.434450,6.167411,8.294737,
 ,40,53.320139,56.432742,50.241560,37.772091,24.923918,17.126789,15.409856,16.733756,17.925003,16.822103,14.484208,14.163631,14.083536,10.736044,10.468294,19.226724,26.144062,25.551379,17.489630,7.443146,8.091573,10.387521,6.841125,4.086181,9.094017,11.022164,
 ,45,56.768224,59.553877,53.125080,40.753127,28.005672,19.601518,17.028775,17.860399,17.891234,14.683557,10.445560,10.810244,11.716752,7.572055,6.720894,16.692042,23.151033,21.767348,13.546819,6.319641,10.503149,12.195459,9.082642,8.547535,12.378665,13.629098,
 ,50,58.176389,61.315352,55.609466,44.615591,33.565842,26.257756,23.486966,23.028203,20.934066,14.782602,6.571731,6.817255,9.310235,5.051529,4.760136,15.031645,20.252995,17.510400,8.465309,5.497037,12.401524,13.777914,11.212664,11.685885,14.935799,15.676373,
 ,55,56.778637,60.701819,56.400390,47.599926,38.978940,33.380833,31.070237,29.851231,26.081281,17.708700,6.286074,3.835521,8.309431,6.601013,8.490180,15.898996,18.961215,14.457507,4.202134,7.193698,14.075858,14.671689,12.219366,13.311261,16.375920,16.958726,
 ,60,52.344194,57.225339,54.736836,48.582044,42.675091,39.035027,37.667087,36.352707,31.655702,22.079781,10.164262,5.760783,9.773876,10.976927,14.251547,19.396922,20.343836,14.835504,7.660981,11.425737,15.987827,14.989236,11.938835,13.375902,16.562614,17.418139,
 ,65,45.109453,50.916855,50.436849,47.110588,43.926795,42.300607,42.198460,41.329512,36.364742,26.336987,14.636573,9.748775,12.706135,15.697124,19.999277,24.118300,23.834777,18.595060,14.381406,16.746099,18.446959,15.171637,10.601889,11.976698,15.522893,17.117749,
 ,70,35.737966,42.329339,43.929182,43.381070,42.629771,42.814337,44.094086,44.048273,39.344623,29.439802,18.243890,13.306443,15.732176,19.869025,24.994713,28.728363,27.964063,23.556635,21.010405,22.209537,21.398684,15.741922,8.833029,9.352607,13.422279,16.227311,
 ,75,25.383986,32.655587,36.392034,38.297526,39.258567,40.659583,43.158528,44.121191,40.066795,30.749530,20.366950,15.752262,18.063142,23.028168,28.771934,32.349499,31.495058,28.065409,26.693392,27.140182,24.468239,16.962734,7.796920,5.904625,10.558225,15.002121,
 ,80,16.258342,24.217311,30.087907,33.623344,34.934104,36.372914,39.544347,41.471738,38.296857,29.927135,20.679877,16.759043,19.279101,24.890988,31.023108,34.437138,33.628027,31.209635,30.898267,30.993057,27.142005,18.638409,8.626759,2.617664,7.395017,13.739982,
 ,85,13.313160,21.054691,28.208516,31.792691,31.481656,31.027873,33.759254,36.321980,34.078320,26.896019,19.073528,16.190060,19.182296,25.321161,31.592483,34.694355,33.908036,32.506083,33.278582,33.354878,28.920700,20.263141,10.899483,3.738014,4.793392,12.698656,
 ,90,18.136611,24.939293,31.960278,34.264302,30.913106,26.374670,26.729422,29.188364,27.720390,21.827178,15.650177,14.085230,17.748046,24.324250,30.478987,33.036380,32.157314,31.781644,33.695455,33.978330,29.410125,21.287342,13.413260,7.252361,4.362598,11.982776,
 ,95,24.451639,31.791134,38.741963,39.864561,33.808995,24.565544,20.042353,20.930445,19.801237,15.143323,10.752872,10.674179,15.102064,22.039494,27.830667,29.568948,28.443399,29.159117,32.261658,32.822456,28.373139,21.277147,15.351644,10.348124,5.935062,11.478177,
 ,100,29.048073,37.975780,45.519247,46.201804,38.687627,26.424639,16.351398,13.132886,11.340748,7.712384,5.309709,6.487478,11.500041,18.722322,23.927815,24.563603,23.068658,25.106697,29.402846,30.097888,25.762769,19.972987,16.281568,12.509589,7.591394,10.913191,
 ,105,30.975644,41.856423,50.454176,51.357671,43.510795,30.331408,17.626928,9.793271,5.999283,4.603287,4.889950,3.596288,7.309604,14.717051,19.155890,18.424500,16.610987,20.596703,25.950671,26.331699,21.751629,17.304474,16.034940,13.530888,8.497058,9.995552,
 ,110,30.114371,42.808709,52.609796,54.148720,46.753052,34.076462,21.670820,13.630828,10.800376,11.268377,10.834399,6.467173,3.079089,10.421619,13.972706,11.646630,10.266552,17.402330,23.218595,22.471878,16.793242,13.390315,14.679977,13.392093,8.408910,8.515189,
 ,115,26.914521,40.802366,51.653408,53.985389,47.519051,36.183180,25.458444,19.208467,17.860685,18.516631,17.022412,11.091424,2.157637,6.248321,8.883896,4.768858,7.672522,17.640609,22.671294,19.928524,11.857446,8.550244,12.555871,12.279452,7.362385,6.382885,
 ,120,22.463484,36.281293,47.734443,50.775554,45.456819,35.922362,27.482683,23.481732,23.603676,24.481381,22.216187,15.198938,5.412999,2.599894,4.507826,1.702905,11.711725,21.294765,24.767885,19.962388,9.161491,3.606443,10.389983,10.656407,5.719631,3.638805,
 ,125,18.754856,30.158199,41.444388,44.893104,40.719265,33.167177,27.223169,25.571129,27.228465,28.536268,25.839798,18.144722,8.054293,0.823037,2.429631,7.247891,17.467054,26.292519,28.454746,22.357907,10.935110,4.084617,9.384756,9.377207,4.622997,0.817208,


Predictor,7

 , , 0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125,
 ,0,64.000000,61.674008,55.474121,47.487166,40.282947,35.437103,32.411106,29.563153,26.043913,22.343996,19.691931,18.978854,19.942507,21.520884,22.553383,22.050490,19.446010,15.051647,10.999303,11.759861,16.822696,21.977470,25.382474,26.743009,26.645451,26.123369,
 ,5,62.903709,61.597048,56.197659,48.594042,41.303628,36.108205,32.817276,29.911139,26.396972,22.583870,19.644246,18.607620,19.395665,20.985342,22.192647,22.004510,19.772431,15.552308,10.754676,9.531573,13.718097,18.882188,22.662146,24.565867,25.019699,24.951699,
 ,10,59.809312,59.490388,54.931553,47.820072,40.600219,35.214676,31.774588,28.879837,25.423277,21.559751,18.405682,17.086830,17.656188,19.128321,20.354237,20.370575,18.506077,14.620003,9.496232,6.391477,9.666304,14.711946,18.617462,20.843686,21.714166,22.038401,
 ,15,55.294291,55.863520,52.121911,45.572527,38.577576,33.194657,29.769617,26.989798,23.654897,19.811315,16.553219,15.072101,15.435396,16.620075,17.567755,17.485796,15.803487,12.306714,7.330792,2.591126,5.683640,10.521707,14.118528,16.249524,17.245153,17.800798,
 ,20,50.286254,51.574957,48.556932,42.586524,35.952597,30.789913,27.594383,25.078997,21.965768,18.258600,15.097756,13.711979,13.990440,14.726268,14.963712,14.206049,12.178486,8.838654,4.547466,1.678552,5.350154,8.803592,11.065459,12.215597,12.681082,13.072362,
 ,25,45.938059,47.717587,45.270115,39.845716,33.682271,28.959728,26.224974,24.145747,21.392784,18.002888,15.220759,14.246151,14.652766,14.987400,14.283252,12.235234,8.916479,4.749434,2.305203,5.845205,9.373392,11.475675,11.989522,11.324893,10.260885,9.636918,
 ,30,43.284237,45.310325,43.260368,38.316417,32.682631,28.541466,26.396373,24.839239,22.531585,19.572238,17.275528,16.761054,17.422274,17.683056,16.459948,13.398901,8.663997,2.944195,4.060556,9.699253,13.949513,16.099747,16.072081,14.403252,12.071852,10.134792,
 ,35,42.689035,44.797777,43.015622,38.471157,33.326757,29.716398,28.067942,26.942328,25.018320,22.410310,20.424820,20.161667,21.062777,21.540382,20.374433,17.108695,12.034896,6.804380,7.338307,12.877960,17.810585,20.530050,20.738758,18.954458,16.241956,13.744351,
 ,40,43.563850,45.746485,44.191423,39.966918,35.168271,31.861957,30.458452,29.569257,27.884398,25.463168,23.555151,23.319275,24.385016,25.212452,24.437901,21.446320,16.496765,11.268976,10.362130,15.099090,20.455493,23.845005,24.588998,23.076618,20.381383,17.720139,
 ,45,44.759760,47.127922,45.839527,41.882569,37.264636,34.006929,32.595165,31.759226,30.184643,27.822145,25.832522,25.466360,26.606562,27.811038,27.585140,25.110677,20.464176,15.045083,12.666639,16.165635,21.628219,25.619340,26.985031,25.906424,23.399162,20.728193,
 ,50,45.192265,47.883083,46.936397,43.236214,38.689994,35.304142,33.710587,32.802171,31.255271,28.885069,26.738048,26.149002,27.276992,28.824676,29.202106,27.383257,23.196075,17.674309,13.983484,15.985839,21.262199,25.722711,27.692523,27.102195,24.864716,22.261834,
 ,55,44.185175,47.289517,46.748443,43.322904,38.811032,35.219614,33.359601,32.310194,30.746462,28.346000,26.025721,25.176025,26.221919,28.043183,29.004117,27.903492,24.314619,18.887248,14.159676,14.588369,19.490048,24.295532,26.801691,26.688837,24.749796,22.256016,
 ,60,41.554502,45.083105,44.965042,41.830657,37.363382,33.568997,31.434945,30.224799,28.622452,26.187897,23.713673,22.614562,23.539856,25.545543,27.001630,26.597462,23.692131,18.573029,13.157384,12.137426,16.684055,21.783387,24.744026,25.055293,23.406125,21.042742,
 ,65,37.607054,41.476759,41.728126,38.868445,34.470730,30.532579,28.187516,26.845200,25.194803,22.718355,20.124291,18.839080,19.656602,21.744773,23.524975,23.680842,21.441957,16.791469,11.060381,8.976845,13.565194,19.014042,22.344931,23.001006,21.618299,19.418572,
 ,70,33.137118,37.160926,37.643460,34.988378,30.678602,26.705999,24.299272,22.922374,21.234625,18.699545,16.037636,14.716669,15.518418,17.546618,19.334762,19.727201,17.958560,13.801398,8.089153,5.863238,11.394660,17.214786,20.788839,21.696648,20.577007,18.635021,
 ,75,29.379410,33.266523,33.768980,31.206077,27.010579,23.194564,21.010221,19.814870,18.176571,15.631775,13.078624,12.063653,12.998745,14.674706,15.885325,15.871421,14.064263,10.163210,4.714215,4.835601,11.576660,17.485145,21.123929,22.205793,21.377635,19.819796,
 ,80,27.640131,31.089887,31.413843,28.863740,24.877828,21.521559,19.950211,19.234883,17.854856,15.538798,13.466227,13.084527,14.141869,15.174155,15.241473,14.028195,11.371203,7.183151,2.846676,7.093485,13.921761,19.714116,23.366245,24.618833,24.102701,22.955534,
 ,85,28.359728,31.323426,31.454070,28.970293,25.351503,22.678928,21.872483,21.719167,20.708141,18.746429,17.135176,17.121589,18.183065,18.789796,17.989003,15.610064,11.870359,7.347534,5.345461,10.252611,16.935730,22.731215,26.515625,28.009231,27.806683,27.003696,
